class,time,lat,lon,hMSL,velN,velE,velD,hAcc,vAcc,sAcc,gpsFix,numSV
1,2015-11-03T06:30:17.50Z,45.9954889,10.9053141,1456.980,0.01,0.04,-0.11,25.440,32.838,3.22,3,6
1,2015-11-03T06:30:18.20Z,45.9955469,10.9052734,1450.788,0.07,-0.06,-0.05,15.782,23.383,1.10,3,6
1,2015-11-03T06:30:18.60Z,45.9955359,10.9053129,1450.282,-0.02,0.00,0.08,10.588,14.650,1.11,3,7
1,2015-11-03T06:30:18.80Z,45.9955407,10.9053104,1447.914,0.06,-0.03,0.33,9.541,12.076,1.21,3,6
1,2015-11-03T06:30:19.00Z,45.9955387,10.9053151,1447.213,0.16,0.19,0.36,8.830,10.715,0.91,3,8
1,2015-11-03T06:30:19.20Z,45.9955510,10.9052955,1444.033,0.01,-0.05,0.28,7.746,9.351,1.12,3,8
1,2015-11-03T06:30:19.40Z,45.9955601,10.9052657,1441.598,0.06,-0.14,0.26,6.898,8.376,1.15,3,8
1,2015-11-03T06:30:19.60Z,45.9955659,10.9052598,1441.442,0.07,-0.13,0.27,6.433,7.877,1.14,3,8
1,2015-11-03T06:30:19.80Z,45.9955750,10.9052463,1440.626,0.13,-0.27,0.26,6.022,7.416,1.17,3,8
1,2015-11-03T06:30:20.00Z,45.9955762,10.9052416,1440.374,0.42,-0.44,0.24,5.824,7.133,1.15,3,8
1,2015-11-03T06:30:20.20Z,45.9955770,10.9052294,1439.202,0.57,-0.49,0.26,5.535,6.743,1.15,3,8
1,2015-11-03T06:30:20.40Z,45.9955805,10.9052208,1438.618,0.37,-0.30,0.30,5.189,6.412,1.09,3,8
1,2015-11-03T06:30:20.60Z,45.9955809,10.9052178,1438.305,0.18,-0.23,0.29,4.918,6.130,1.08,3,8
1,2015-11-03T06:30:20.80Z,45.9955793,10.9052200,1438.383,0.01,-0.17,0.24,4.674,5.814,1.03,3,8
1,2015-11-03T06:30:21.00Z,45.9955751,10.9052176,1438.837,0.00,-0.18,0.21,4.517,5.604,1.06,3,8
1,2015-11-03T06:30:21.20Z,45.9955701,10.9052135,1439.371,-0.04,-0.15,0.19,4.352,5.382,1.03,3,8
1,2015-11-03T06:30:21.40Z,45.9955691,10.9052086,1439.637,0.06,-0.15,0.18,4.168,5.177,1.03,3,8
1,2015-11-03T06:30:21.60Z,45.9955670,10.9052036,1439.951,0.04,-0.24,0.17,4.044,5.044,1.06,3,8
1,2015-11-03T06:30:21.80Z,45.9955662,10.9051980,1439.695,0.03,-0.30,0.16,3.921,4.914,1.05,3,8
1,2015-11-03T06:30:22.00Z,45.9955668,10.9051931,1439.392,0.25,-0.20,0.13,3.826,4.816,1.08,3,8
1,2015-11-03T06:30:22.20Z,45.9955678,10.9051893,1439.077,0.41,-0.01,0.18,3.759,4.742,0.98,3,8
1,2015-11-03T06:30:22.40Z,45.9955680,10.9051886,1439.004,0.26,0.06,0.18,3.735,4.688,0.92,3,8
1,2015-11-03T06:30:22.60Z,45.9955689,10.9051873,1438.874,0.42,0.07,0.21,3.696,4.653,0.92,3,8
1,2015-11-03T06:30:22.80Z,45.9955693,10.9051861,1438.792,0.38,-0.01,0.20,3.679,4.639,1.01,3,8
1,2015-11-03T06:30:23.00Z,45.9955688,10.9051835,1438.583,0.18,-0.05,0.23,3.671,4.635,1.05,3,8
1,2015-11-03T06:30:23.20Z,45.9955684,10.9051801,1438.295,0.13,-0.04,0.27,3.673,4.634,1.01,3,8
1,2015-11-03T06:30:23.40Z,45.9955676,10.9051776,1438.154,0.10,-0.09,0.29,3.646,4.610,1.02,3,8
1,2015-11-03T06:30:24.00Z,45.9955663,10.9051710,1437.875,0.27,-0.24,0.32,3.676,4.666,1.16,3,8
1,2015-11-03T06:30:24.20Z,45.9955650,10.9051707,1438.064,0.16,-0.20,0.26,3.660,4.667,1.13,3,8
1,2015-11-03T06:30:24.40Z,45.9955648,10.9051684,1438.046,0.24,-0.13,0.30,3.643,4.663,1.09,3,8
1,2015-11-03T06:30:24.60Z,45.9955642,10.9051658,1438.096,0.12,-0.30,0.29,3.624,4.663,1.12,3,8
1,2015-11-03T06:30:24.80Z,45.9955607,10.9051658,1438.785,-0.26,-0.34,0.14,3.526,4.529,0.78,3,8
1,2015-11-03T06:30:25.00Z,45.9955592,10.9051677,1439.484,-0.19,-0.23,0.02,3.472,4.438,0.78,3,8
1,2015-11-03T06:30:25.20Z,45.9955575,10.9051692,1439.972,-0.04,-0.12,-0.02,3.391,4.335,0.81,3,8
1,2015-11-03T06:30:25.40Z,45.9955568,10.9051680,1440.045,0.02,-0.13,0.01,3.363,4.288,1.10,3,8
1,2015-11-03T06:30:25.60Z,45.9955568,10.9051668,1440.048,0.11,-0.24,0.02,3.360,4.284,1.16,3,8
1,2015-11-03T06:30:25.80Z,45.9955565,10.9051666,1440.026,0.04,-0.17,0.06,3.355,4.281,1.15,3,8
1,2015-11-03T06:30:26.00Z,45.9955566,10.9051663,1440.085,0.04,-0.26,0.10,3.360,4.248,1.15,3,8
1,2015-11-03T06:30:26.20Z,45.9955571,10.9051661,1440.161,0.14,-0.28,0.10,3.368,4.217,1.19,3,8
1,2015-11-03T06:30:26.40Z,45.9955568,10.9051664,1440.200,-0.05,-0.23,0.13,3.377,4.192,1.10,3,8
1,2015-11-03T06:30:26.60Z,45.9955567,10.9051667,1440.198,0.14,-0.28,0.15,3.370,4.210,1.08,3,8
1,2015-11-03T06:30:26.80Z,45.9955565,10.9051672,1440.245,0.11,-0.20,0.12,3.375,4.233,1.11,3,8
1,2015-11-03T06:30:27.00Z,45.9955563,10.9051673,1440.200,0.05,-0.14,0.14,3.380,4.258,1.08,3,8
1,2015-11-03T06:30:27.20Z,45.9955566,10.9051661,1440.068,0.16,-0.23,0.18,3.398,4.294,1.10,3,8
1,2015-11-03T06:30:27.40Z,45.9955568,10.9051657,1440.047,0.18,-0.20,0.16,3.425,4.340,1.13,3,8
1,2015-11-03T06:30:27.60Z,45.9955571,10.9051650,1440.020,0.18,-0.19,0.15,3.452,4.377,1.20,3,8
1,2015-11-03T06:30:27.80Z,45.9955574,10.9051639,1439.955,0.07,-0.27,0.15,3.464,4.388,1.21,3,8
1,2015-11-03T06:30:28.00Z,45.9955581,10.9051625,1439.785,0.24,-0.33,0.20,3.471,4.401,1.19,3,8
1,2015-11-03T06:30:28.20Z,45.9955587,10.9051614,1439.702,0.30,-0.25,0.21,3.500,4.437,1.22,3,8
1,2015-11-03T06:30:28.40Z,45.9955591,10.9051604,1439.567,0.33,-0.32,0.28,3.546,4.495,1.21,3,8
1,2015-11-03T06:30:28.60Z,45.9955586,10.9051604,1439.567,0.12,-0.29,0.28,3.588,4.545,1.16,3,8
1,2015-11-03T06:30:28.80Z,45.9955593,10.9051596,1439.447,0.34,-0.36,0.36,3.586,4.548,1.17,3,8
1,2015-11-03T06:30:29.00Z,45.9955594,10.9051584,1439.290,0.19,-0.16,0.40,3.587,4.518,1.02,3,8
1,2015-11-03T06:30:29.20Z,45.9955595,10.9051569,1439.127,0.11,-0.21,0.44,3.587,4.521,1.00,3,8
1,2015-11-03T06:30:29.80Z,45.9955594,10.9051547,1438.639,0.32,-0.33,0.51,3.570,4.515,1.03,3,8
1,2015-11-03T06:30:30.00Z,45.9955601,10.9051523,1438.265,0.35,-0.33,0.60,3.570,4.525,1.01,3,8
1,2015-11-03T06:30:30.20Z,45.9955603,10.9051497,1437.953,0.20,-0.44,0.63,3.570,4.551,1.02,3,8
1,2015-11-03T06:30:30.40Z,45.9955603,10.9051484,1437.678,0.26,-0.35,0.67,3.568,4.570,0.99,3,8
1,2015-11-03T06:30:30.60Z,45.9955603,10.9051472,1437.314,0.18,-0.40,0.70,3.534,4.537,0.97,3,8
1,2015-11-03T06:30:30.80Z,45.9955604,10.9051440,1436.860,0.14,-0.38,0.73,3.498,4.506,0.95,3,8
1,2015-11-03T06:30:31.00Z,45.9955606,10.9051432,1436.674,0.05,-0.38,0.70,3.473,4.459,0.97,3,8
1,2015-11-03T06:30:31.20Z,45.9955606,10.9051451,1436.702,0.14,-0.28,0.64,3.436,4.408,0.95,3,8
1,2015-11-03T06:30:31.40Z,45.9955606,10.9051463,1436.652,0.19,-0.26,0.64,3.418,4.383,0.95,3,8
1,2015-11-03T06:30:31.60Z,45.9955608,10.9051482,1436.612,0.20,-0.35,0.66,3.372,4.320,0.99,3,8
1,2015-11-03T06:30:31.80Z,45.9955611,10.9051508,1436.763,0.20,-0.30,0.59,3.338,4.273,1.00,3,8
1,2015-11-03T06:30:32.00Z,45.9955600,10.9051553,1436.845,0.07,-0.10,0.54,3.274,4.182,0.84,3,8
1,2015-11-03T06:30:32.20Z,45.9955593,10.9051588,1436.914,0.13,-0.13,0.52,3.226,4.140,0.86,3,8
1,2015-11-03T06:30:32.40Z,45.9955583,10.9051628,1436.987,0.20,-0.12,0.51,3.158,4.059,0.84,3,8
1,2015-11-03T06:30:32.60Z,45.9955579,10.9051645,1436.968,0.20,-0.10,0.50,3.157,4.084,0.85,3,8
1,2015-11-03T06:30:32.80Z,45.9955580,10.9051670,1437.135,0.32,-0.19,0.43,3.143,4.092,0.96,3,8
1,2015-11-03T06:30:33.00Z,45.9955578,10.9051690,1437.217,0.27,-0.15,0.40,3.151,4.123,0.94,3,8
1,2015-11-03T06:30:33.20Z,45.9955579,10.9051693,1437.180,0.32,-0.34,0.45,3.162,4.162,0.98,3,8
1,2015-11-03T06:30:33.40Z,45.9955577,10.9051701,1437.198,0.17,-0.32,0.46,3.187,4.214,0.99,3,8
1,2015-11-03T06:30:33.60Z,45.9955577,10.9051708,1437.102,0.23,-0.27,0.53,3.214,4.257,0.97,3,8
1,2015-11-03T06:30:33.80Z,45.9955578,10.9051716,1437.048,0.31,-0.18,0.55,3.242,4.312,0.95,3,8
1,2015-11-03T06:30:34.00Z,45.9955577,10.9051726,1437.072,0.19,-0.11,0.53,3.270,4.356,0.91,3,8
1,2015-11-03T06:30:34.20Z,45.9955571,10.9051747,1437.016,0.24,-0.08,0.65,3.268,4.352,0.88,3,8
1,2015-11-03T06:30:34.40Z,45.9955571,10.9051753,1437.110,0.45,-0.33,0.66,3.204,4.250,0.98,3,8
1,2015-11-03T06:30:34.60Z,45.9955572,10.9051767,1437.172,0.30,-0.20,0.63,3.161,4.210,0.92,3,7
1,2015-11-03T06:30:34.80Z,45.9955579,10.9051767,1437.154,0.36,-0.36,0.62,3.128,4.199,0.97,3,7
1,2015-11-03T06:30:35.00Z,45.9955578,10.9051776,1437.213,0.32,-0.66,0.65,3.108,4.201,0.98,3,8
1,2015-11-03T06:30:35.20Z,45.9955570,10.9051795,1437.399,0.20,-0.55,0.59,3.097,4.205,0.92,3,8
1,2015-11-03T06:30:35.80Z,45.9955562,10.9051794,1437.338,0.05,-0.29,0.52,3.279,4.410,1.00,3,8
1,2015-11-03T06:30:36.00Z,45.9955555,10.9051798,1437.104,-0.11,-0.26,0.58,3.314,4.455,0.95,3,8
1,2015-11-03T06:30:36.20Z,45.9955559,10.9051798,1436.880,0.01,-0.24,0.62,3.337,4.498,0.93,3,8
1,2015-11-03T06:30:36.40Z,45.9955565,10.9051803,1436.722,0.12,-0.19,0.66,3.340,4.514,0.90,3,8
1,2015-11-03T06:30:36.60Z,45.9955577,10.9051802,1436.444,0.09,-0.27,0.70,3.313,4.485,0.91,3,8
1,2015-11-03T06:30:36.80Z,45.9955583,10.9051804,1436.212,0.11,-0.32,0.74,3.286,4.457,0.91,3,8
1,2015-11-03T06:30:37.00Z,45.9955589,10.9051801,1436.036,0.11,-0.29,0.74,3.291,4.467,0.91,3,8
1,2015-11-03T06:30:37.20Z,45.9955597,10.9051795,1435.851,0.15,-0.30,0.76,3.297,4.477,0.92,3,8
1,2015-11-03T06:30:37.40Z,45.9955603,10.9051792,1435.681,0.19,-0.37,0.77,3.305,4.489,0.94,3,8
1,2015-11-03T06:30:37.60Z,45.9955609,10.9051787,1435.482,0.16,-0.37,0.80,3.307,4.500,0.92,3,8
1,2015-11-03T06:30:37.80Z,45.9955608,10.9051794,1435.404,0.26,-0.34,0.82,3.305,4.520,0.91,3,8
1,2015-11-03T06:30:38.00Z,45.9955612,10.9051799,1435.374,0.31,-0.22,0.78,3.305,4.538,0.88,3,8
1,2015-11-03T06:30:38.20Z,45.9955617,10.9051792,1435.080,0.26,-0.42,0.85,3.300,4.550,0.92,3,8
1,2015-11-03T06:30:38.40Z,45.9955620,10.9051782,1434.955,0.29,-0.58,0.88,3.303,4.572,0.96,3,8
1,2015-11-03T06:30:38.60Z,45.9955621,10.9051778,1434.845,0.27,-0.51,0.88,3.320,4.605,0.97,3,8
1,2015-11-03T06:30:38.80Z,45.9955621,10.9051779,1434.817,0.24,-0.39,0.87,3.342,4.638,0.95,3,8
1,2015-11-03T06:30:39.00Z,45.9955626,10.9051773,1434.663,0.23,-0.36,0.87,3.395,4.700,0.98,3,8
1,2015-11-03T06:30:39.20Z,45.9955630,10.9051768,1434.510,0.18,-0.42,0.88,3.452,4.761,0.99,3,8
1,2015-11-03T06:30:39.40Z,45.9955630,10.9051768,1434.467,0.19,-0.37,0.86,3.512,4.823,0.98,3,8
1,2015-11-03T06:30:39.60Z,45.9955630,10.9051768,1434.422,0.27,-0.40,0.84,3.565,4.883,1.01,3,8
1,2015-11-03T06:30:39.80Z,45.9955631,10.9051760,1434.256,0.19,-0.43,0.85,3.617,4.938,1.01,3,8
1,2015-11-03T06:30:40.00Z,45.9955632,10.9051763,1434.080,0.16,-0.32,0.87,3.658,4.988,0.96,3,8
1,2015-11-03T06:30:40.20Z,45.9955635,10.9051766,1433.968,0.25,-0.29,0.85,3.707,5.040,0.97,3,8
1,2015-11-03T06:30:40.40Z,45.9955634,10.9051762,1433.929,0.23,-0.41,0.85,3.750,5.067,1.01,3,8
1,2015-11-03T06:30:40.60Z,45.9955630,10.9051764,1433.813,0.17,-0.31,0.85,3.790,5.114,0.96,3,8
1,2015-11-03T06:30:40.80Z,45.9955628,10.9051757,1433.731,0.23,-0.44,0.83,3.805,5.143,1.00,3,8
1,2015-11-03T06:30:41.00Z,45.9955626,10.9051754,1433.619,0.30,-0.47,0.85,3.817,5.170,1.01,3,8
1,2015-11-03T06:30:41.60Z,45.9955627,10.9051748,1433.353,0.33,-0.41,0.80,3.883,5.270,1.01,3,8
1,2015-11-03T06:30:41.80Z,45.9955623,10.9051744,1433.268,0.30,-0.59,0.80,3.887,5.293,1.03,3,8
1,2015-11-03T06:30:42.00Z,45.9955617,10.9051735,1433.111,0.18,-0.61,0.83,3.882,5.307,1.02,3,8
1,2015-11-03T06:30:42.20Z,45.9955612,10.9051725,1433.067,0.21,-0.73,0.83,3.886,5.325,1.05,3,8
1,2015-11-03T06:30:42.40Z,45.9955602,10.9051726,1433.121,0.11,-0.59,0.77,3.882,5.349,1.02,3,8
1,2015-11-03T06:30:42.60Z,45.9955596,10.9051724,1433.016,0.09,-0.57,0.81,3.878,5.368,1.00,3,8
1,2015-11-03T06:30:42.80Z,45.9955588,10.9051720,1432.986,0.09,-0.62,0.82,3.873,5.387,1.02,3,8
1,2015-11-03T06:30:43.00Z,45.9955581,10.9051707,1432.836,0.11,-0.72,0.89,3.870,5.406,1.02,3,8
1,2015-11-03T06:30:43.20Z,45.9955568,10.9051689,1432.714,0.04,-0.84,0.97,3.855,5.404,1.03,3,8
1,2015-11-03T06:30:43.40Z,45.9955562,10.9051676,1432.697,0.16,-0.79,0.95,3.863,5.431,1.04,3,8
1,2015-11-03T06:30:43.60Z,45.9955556,10.9051662,1432.588,0.13,-0.68,0.98,3.874,5.459,1.01,3,8
1,2015-11-03T06:30:43.80Z,45.9955552,10.9051649,1432.452,0.14,-0.63,1.01,3.884,5.485,1.00,3,8
1,2015-11-03T06:30:44.00Z,45.9955547,10.9051638,1432.396,-0.03,-0.48,0.98,3.867,5.491,0.95,3,8
1,2015-11-03T06:30:44.20Z,45.9955542,10.9051630,1432.459,0.00,-0.55,0.94,3.863,5.498,0.98,3,8
1,2015-11-03T06:30:44.40Z,45.9955536,10.9051623,1432.593,-0.04,-0.54,0.87,3.859,5.503,0.98,3,8
1,2015-11-03T06:30:44.60Z,45.9955534,10.9051616,1432.713,0.06,-0.43,0.79,3.850,5.506,0.97,3,8
1,2015-11-03T06:30:44.80Z,45.9955533,10.9051604,1432.765,0.05,-0.40,0.72,3.823,5.501,0.96,3,8
1,2015-11-03T06:30:45.00Z,45.9955530,10.9051596,1432.686,0.04,-0.33,0.75,3.820,5.509,0.94,3,8
1,2015-11-03T06:30:45.20Z,45.9955528,10.9051590,1432.675,0.07,-0.30,0.75,3.818,5.517,0.93,3,8
1,2015-11-03T06:30:45.40Z,45.9955526,10.9051581,1432.643,0.10,-0.31,0.75,3.811,5.523,0.94,3,8
1,2015-11-03T06:30:45.60Z,45.9955523,10.9051581,1432.735,0.12,-0.26,0.72,3.803,5.529,0.93,3,8
1,2015-11-03T06:30:45.80Z,45.9955524,10.9051570,1432.887,0.17,-0.43,0.67,3.783,5.535,0.97,3,8
1,2015-11-03T06:30:46.00Z,45.9955521,10.9051559,1432.922,0.06,-0.49,0.66,3.775,5.540,1.00,3,8
1,2015-11-03T06:30:46.20Z,45.9955519,10.9051545,1432.939,0.03,-0.61,0.65,3.785,5.561,1.05,3,8
1,2015-11-03T06:30:46.40Z,45.9955514,10.9051544,1433.047,0.02,-0.42,0.62,3.781,5.570,0.99,3,8
1,2015-11-03T06:30:46.60Z,45.9955513,10.9051545,1433.101,0.09,-0.20,0.59,3.793,5.590,0.93,3,8
1,2015-11-03T06:30:46.80Z,45.9955510,10.9051541,1433.222,0.10,-0.43,0.59,3.774,5.582,1.00,3,8
1,2015-11-03T06:30:47.00Z,45.9955512,10.9051544,1433.349,0.25,-0.29,0.57,3.713,5.560,0.97,3,7
1,2015-11-03T06:30:47.60Z,45.9955515,10.9051536,1433.167,0.17,-0.42,0.67,3.716,5.649,1.02,3,7
1,2015-11-03T06:30:47.80Z,45.9955515,10.9051526,1433.256,0.11,-0.41,0.64,3.700,5.645,0.99,3,7
1,2015-11-03T06:30:48.00Z,45.9955516,10.9051534,1433.420,0.19,-0.39,0.63,3.652,5.626,0.99,3,7
1,2015-11-03T06:30:48.20Z,45.9955515,10.9051531,1433.455,0.16,-0.38,0.64,3.595,5.589,0.96,3,7
1,2015-11-03T06:30:48.40Z,45.9955516,10.9051534,1433.533,0.20,-0.23,0.62,3.556,5.562,0.93,3,7
1,2015-11-03T06:30:48.60Z,45.9955519,10.9051529,1433.612,0.14,-0.15,0.59,3.526,5.543,0.90,3,7
1,2015-11-03T06:30:48.80Z,45.9955524,10.9051525,1433.670,0.19,-0.17,0.57,3.484,5.518,0.90,3,7
1,2015-11-03T06:30:49.00Z,45.9955524,10.9051522,1433.725,0.08,-0.22,0.56,3.469,5.520,0.92,3,7
1,2015-11-03T06:30:49.20Z,45.9955522,10.9051521,1433.757,0.03,-0.26,0.54,3.456,5.522,0.93,3,7
1,2015-11-03T06:30:49.40Z,45.9955525,10.9051510,1433.743,0.10,-0.38,0.54,3.444,5.526,0.97,3,7
1,2015-11-03T06:30:49.60Z,45.9955522,10.9051506,1433.778,0.02,-0.36,0.55,3.433,5.529,0.96,3,7
1,2015-11-03T06:30:49.80Z,45.9955522,10.9051506,1433.938,0.04,-0.23,0.49,3.423,5.532,0.94,3,7
1,2015-11-03T06:30:50.00Z,45.9955526,10.9051498,1434.136,0.06,-0.23,0.44,3.403,5.511,0.94,3,7
1,2015-11-03T06:30:50.20Z,45.9955527,10.9051511,1434.471,0.15,-0.12,0.39,3.342,5.450,0.90,3,8
1,2015-11-03T06:30:50.40Z,45.9955529,10.9051509,1434.760,0.15,-0.22,0.34,3.311,5.403,0.95,3,8
1,2015-11-03T06:30:50.60Z,45.9955531,10.9051507,1434.978,0.17,-0.19,0.31,3.284,5.359,0.94,3,8
1,2015-11-03T06:30:50.80Z,45.9955532,10.9051503,1435.214,0.04,-0.23,0.26,3.254,5.311,0.95,3,8
1,2015-11-03T06:30:51.00Z,45.9955532,10.9051501,1435.386,0.03,-0.21,0.28,3.235,5.271,0.94,3,8
1,2015-11-03T06:30:51.20Z,45.9955530,10.9051500,1435.605,-0.05,-0.23,0.26,3.217,5.246,0.93,3,8
1,2015-11-03T06:30:51.40Z,45.9955530,10.9051497,1435.647,0.08,-0.28,0.29,3.235,5.271,1.01,3,8
1,2015-11-03T06:30:51.60Z,45.9955531,10.9051495,1435.736,0.09,-0.22,0.27,3.248,5.289,0.99,3,8
1,2015-11-03T06:30:51.80Z,45.9955534,10.9051487,1435.836,0.12,-0.26,0.28,3.260,5.275,1.00,3,8
1,2015-11-03T06:30:52.00Z,45.9955534,10.9051497,1436.055,0.01,-0.18,0.28,3.237,5.248,0.93,3,8
1,2015-11-03T06:30:52.20Z,45.9955537,10.9051506,1436.266,-0.03,-0.07,0.25,3.246,5.221,0.87,3,8
1,2015-11-03T06:30:52.40Z,45.9955544,10.9051500,1436.378,0.15,-0.14,0.24,3.283,5.207,1.01,3,8
1,2015-11-03T06:30:52.60Z,45.9955557,10.9051492,1436.396,0.29,-0.28,0.27,3.293,5.209,1.05,3,8
1,2015-11-03T06:30:52.80Z,45.9955568,10.9051494,1436.554,0.34,-0.22,0.28,3.305,5.158,1.04,3,8
1,2015-11-03T06:30:53.40Z,45.9955602,10.9051509,1437.195,0.24,-0.25,0.25,3.336,4.912,1.06,3,8
1,2015-11-03T06:30:53.60Z,45.9955604,10.9051528,1437.429,0.00,0.06,0.26,3.331,4.743,0.71,3,8
1,2015-11-03T06:30:53.80Z,45.9955610,10.9051527,1437.443,0.11,0.00,0.30,3.334,4.619,0.81,3,8
1,2015-11-03T06:30:54.00Z,45.9955616,10.9051517,1437.244,0.20,-0.02,0.30,3.358,4.605,0.89,3,8
1,2015-11-03T06:30:54.20Z,45.9955618,10.9051495,1436.946,0.06,-0.19,0.33,3.378,4.575,0.95,3,8
1,2015-11-03T06:30:54.40Z,45.9955619,10.9051480,1436.825,0.12,-0.26,0.30,3.400,4.552,1.04,3,8
1,2015-11-03T06:30:54.60Z,45.9955617,10.9051468,1436.697,0.07,-0.19,0.30,3.424,4.551,0.98,3,8
1,2015-11-03T06:30:54.80Z,45.9955620,10.9051454,1436.487,0.02,-0.16,0.30,3.455,4.545,0.94,3,8
1,2015-11-03T06:30:55.00Z,45.9955617,10.9051454,1436.444,0.00,-0.13,0.29,3.486,4.565,0.90,3,8
1,2015-11-03T06:30:55.20Z,45.9955625,10.9051446,1436.203,0.07,-0.10,0.30,3.522,4.591,0.91,3,8
1,2015-11-03T06:30:55.40Z,45.9955629,10.9051438,1435.958,-0.01,-0.15,0.34,3.551,4.607,0.90,3,8
1,2015-11-03T06:30:55.60Z,45.9955636,10.9051425,1435.678,0.04,-0.21,0.39,3.584,4.630,0.95,3,8
1,2015-11-03T06:30:55.80Z,45.9955628,10.9051420,1435.613,-0.04,-0.21,0.42,3.619,4.654,0.93,3,8
1,2015-11-03T06:30:56.00Z,45.9955624,10.9051414,1435.467,-0.03,-0.16,0.46,3.648,4.655,0.88,3,8
1,2015-11-03T06:30:56.20Z,45.9955624,10.9051404,1435.278,0.03,-0.19,0.50,3.691,4.689,0.91,3,8
1,2015-11-03T06:30:56.40Z,45.9955621,10.9051399,1435.233,0.03,-0.31,0.50,3.694,4.699,0.96,3,8
1,2015-11-03T06:30:56.60Z,45.9955623,10.9051399,1435.132,0.23,-0.20,0.48,3.691,4.709,0.94,3,8
1,2015-11-03T06:30:56.80Z,45.9955629,10.9051396,1434.942,0.20,-0.16,0.49,3.694,4.717,0.92,3,8
1,2015-11-03T06:30:57.00Z,45.9955641,10.9051387,1434.671,0.37,-0.17,0.54,3.731,4.761,1.01,3,8
1,2015-11-03T06:30:57.20Z,45.9955660,10.9051388,1434.449,0.65,0.01,0.57,3.696,4.757,0.92,3,8
1,2015-11-03T06:30:57.40Z,45.9955664,10.9051381,1434.178,0.31,0.14,0.58,3.637,4.726,0.80,3,8
1,2015-11-03T06:30:57.60Z,45.9955680,10.9051341,1433.503,0.02,0.04,0.62,3.521,4.627,0.76,3,8
1,2015-11-03T06:30:57.80Z,45.9955691,10.9051309,1433.040,0.03,-0.11,0.59,3.424,4.550,0.77,3,8
1,2015-11-03T06:30:58.00Z,45.9955687,10.9051275,1432.714,-0.07,-0.18,0.56,3.329,4.461,0.78,3,8
1,2015-11-03T06:30:58.20Z,45.9955679,10.9051267,1432.424,-0.12,-0.17,0.54,3.296,4.402,0.77,3,8
1,2015-11-03T06:30:58.40Z,45.9955679,10.9051277,1432.631,0.00,-0.10,0.47,3.242,4.294,0.75,3,8
1,2015-11-03T06:30:58.60Z,45.9955673,10.9051291,1432.993,-0.06,-0.16,0.37,3.182,4.175,0.78,3,8
1,2015-11-03T06:30:58.80Z,45.9955664,10.9051311,1433.454,0.08,-0.14,0.32,3.130,4.070,0.84,3,8
1,2015-11-03T06:30:59.20Z,45.9955663,10.9051315,1433.580,0.08,-0.14,0.32,3.126,4.029,0.84,3,8
1,2015-11-03T06:30:59.40Z,45.9955661,10.9051340,1433.702,0.17,-0.05,0.24,3.113,4.007,0.80,3,8
1,2015-11-03T06:30:59.60Z,45.9955662,10.9051353,1433.795,0.31,-0.18,0.23,3.098,4.021,0.82,3,8
1,2015-11-03T06:30:59.80Z,45.9955657,10.9051380,1434.020,0.28,-0.12,0.18,3.074,4.023,0.80,3,8
1,2015-11-03T06:31:00.00Z,45.9955649,10.9051407,1434.314,0.25,-0.14,0.14,3.044,4.016,0.78,3,8
1,2015-11-03T06:31:00.20Z,45.9955639,10.9051432,1434.506,0.18,-0.03,0.14,3.027,4.021,0.78,3,8
1,2015-11-03T06:31:00.40Z,45.9955635,10.9051461,1434.692,0.21,-0.01,0.15,3.009,4.032,0.78,3,8
1,2015-11-03T06:31:00.60Z,45.9955632,10.9051472,1434.768,0.26,-0.08,0.18,3.005,4.054,0.81,3,8
1,2015-11-03T06:31:00.80Z,45.9955629,10.9051490,1434.906,0.20,-0.07,0.20,2.992,4.055,0.78,3,8
1,2015-11-03T06:31:01.00Z,45.9955625,10.9051493,1434.936,0.20,-0.12,0.20,2.997,4.096,0.82,3,8
1,2015-11-03T06:31:01.20Z,45.9955621,10.9051494,1434.956,0.18,-0.12,0.21,3.004,4.122,0.82,3,8
1,2015-11-03T06:31:01.40Z,45.9955617,10.9051495,1434.887,0.13,-0.12,0.24,3.011,4.133,0.82,3,8
1,2015-11-03T06:31:01.60Z,45.9955608,10.9051499,1434.901,0.03,-0.12,0.26,3.002,4.135,0.81,3,8
1,2015-11-03T06:31:01.80Z,45.9955600,10.9051489,1434.779,0.02,-0.05,0.29,3.007,4.149,0.76,3,8
1,2015-11-03T06:31:02.00Z,45.9955593,10.9051473,1434.630,0.10,-0.08,0.31,3.013,4.160,0.77,3,8
1,2015-11-03T06:31:02.20Z,45.9955583,10.9051466,1434.612,0.08,-0.04,0.29,3.022,4.182,0.77,3,8
1,2015-11-03T06:31:02.40Z,45.9955574,10.9051452,1434.628,0.07,-0.14,0.26,3.034,4.204,0.83,3,8
1,2015-11-03T06:31:02.60Z,45.9955567,10.9051442,1434.680,0.16,-0.13,0.24,3.041,4.225,0.82,3,8
1,2015-11-03T06:31:02.80Z,45.9955560,10.9051435,1434.728,0.18,-0.20,0.25,3.048,4.249,0.85,3,8
1,2015-11-03T06:31:03.00Z,45.9955551,10.9051432,1434.872,0.14,-0.18,0.22,3.054,4.270,0.85,3,8
1,2015-11-03T06:31:03.20Z,45.9955541,10.9051423,1434.924,0.09,-0.06,0.20,3.056,4.283,0.79,3,8
1,2015-11-03T06:31:03.40Z,45.9955533,10.9051406,1434.903,0.11,-0.02,0.19,3.061,4.302,0.80,3,8
